88.017654,143.88911,83.259131
88.071787,143.7922,83.237149
88.093434,143.9519,83.168331
88.063898,143.81981,83.317563
88.066131,143.97354,83.23847
88.099804,143.9407,83.302861
88.074268,143.94095,83.318852
87.973951,143.88182,83.321619
88.07221,143.8834,83.28435
88.028159,143.86602,83.277468
88.256278,143.93238,81.273889
88.176467,144.016,81.305591
88.293064,143.93797,81.229345
88.310326,143.89644,81.247644
88.219317,143.96483,81.340796
88.30954,143.9924,81.32547
88.295247,143.85485,81.258936
88.177126,144.00335,81.224019
88.309628,144.01482,81.286713
88.273387,143.93668,81.210105
89.994684,142.86687,83.474483
90.092277,142.77197,83.509198
90.064656,142.94996,83.569872
90.078525,142.96276,83.511576
89.934541,142.83168,83.389285
90.083715,142.79294,83.525017
90.09409,142.94152,83.41156
89.945265,142.81749,83.459886
90.023149,142.85375,83.483482
89.973537,142.80753,83.421793
88.643929,142.81322,86.333256
88.577094,142.75802,86.235219
88.589913,142.84836,86.30149
88.734884,142.7216,86.243871
88.657277,142.85565,86.325588
88.553918,142.83514,86.233372
88.719778,142.72676,86.379814
88.698388,142.79715,86.4326
88.728177,142.75537,86.269762
88.627044,142.78196,86.413422
85.554768,143.82509,86.991435
85.543448,143.81323,86.959646
85.637364,143.88604,86.997386
85.465209,143.92246,87.039219
85.500182,143.77885,86.941686
85.6274,143.91304,87.065428
85.646,143.89188,87.027818
85.582251,143.82667,87.050282
85.616175,143.83348,86.956724
85.50894,143.88625,87.038364
83.807754,143.8909,84.768013
83.855958,143.87562,84.739019
83.882609,143.90501,84.735929
83.865104,143.8945,84.731985
83.817906,143.85761,84.819312
83.768909,143.8863,84.669109
83.723371,143.83305,84.707436
83.816705,143.96103,84.76574
83.761037,143.79583,84.811311
83.732447,143.79187,84.794705
83.172871,143.96709,81.67106
83.089717,143.95001,81.6443
83.217119,143.89981,81.613273
83.15338,143.9403,81.61937
83.149908,144.05158,81.751577
83.157021,144.05254,81.573898
83.192624,144.02477,81.768943
83.117675,144.01167,81.592605
83.184631,143.96076,81.646384
83.222762,144.05475,81.638399
84.532234,145.02044,78.835115
84.617207,145.09582,78.88141
84.506399,145.00662,78.796376
84.585423,145.04369,78.756569
84.529931,144.99877,78.747739
84.57275,144.93274,78.91438
84.632047,145.08668,78.837573
84.548792,145.07395,78.915155
84.459706,145.01189,78.914381
84.518261,144.94534,78.833359
88.614214,143.9973,78.296026
88.610601,144.0361,78.319462
88.526683,144.08462,78.216782
88.689954,143.99965,78.26801
88.640714,144.02077,78.232281
88.516661,143.98108,78.240716
88.67897,143.98181,78.333417
88.629605,143.91028,78.345141
88.698432,143.91116,78.269933
88.594654,143.90029,78.3819
91.473359,143.94186,79.645917
91.456531,143.9886,79.698984
91.508242,143.96352,79.734481
91.39735,143.89931,79.705814
91.550744,143.93081,79.726073
91.562349,144.03692,79.563112
91.424786,143.91444,79.726737
91.560226,144.03208,79.589157
91.393328,143.88983,79.671647
91.567796,144.04105,79.734347
93.211765,142.87634,81.846511
93.162658,142.80076,81.899509
93.269289,142.90113,81.756758
93.172199,142.92809,81.867256
93.141898,142.83666,81.934716
93.212965,142.93215,81.88633
93.127966,142.90653,81.775473
93.141229,142.92676,81.852641
93.234895,142.88761,81.839925
93.206168,142.97578,81.901156
93.846648,142.80015,84.943464
93.767888,142.85857,85.01531
93.843859,142.75739,84.901148
93.784759,142.71015,85.040803
93.884915,142.86837,85.018275
