88.017654,143.88911,83.259131,43
88.071787,143.7922,83.237149,43
88.093434,143.9519,83.168331,43
88.063898,143.81981,83.317563,43
88.066131,143.97354,83.23847,43
88.099804,143.9407,83.302861,43
88.074268,143.94095,83.318852,43
87.973951,143.88182,83.321619,43
88.07221,143.8834,83.28435,43
88.028159,143.86602,83.277468,43
88.256278,143.93238,81.273889,30
88.176467,144.016,81.305591,30
88.293064,143.93797,81.229345,30
88.310326,143.89644,81.247644,30
88.219317,143.96483,81.340796,30
88.30954,143.9924,81.32547,30
88.295247,143.85485,81.258936,30
88.177126,144.00335,81.224019,30
88.309628,144.01482,81.286713,30
88.273387,143.93668,81.210105,30
89.994684,142.86687,83.474483,43
90.092277,142.77197,83.509198,43
90.064656,142.94996,83.569872,43
90.078525,142.96276,83.511576,43
89.934541,142.83168,83.389285,43
90.083715,142.79294,83.525017,43
90.09409,142.94152,83.41156,43
89.945265,142.81749,83.459886,43
90.023149,142.85375,83.483482,43
89.973537,142.80753,83.421793,43
88.643929,142.81322,86.333256,43
88.577094,142.75802,86.235219,43
88.589913,142.84836,86.30149,43
88.734884,142.7216,86.243871,43
88.657277,142.85565,86.325588,43
88.553918,142.83514,86.233372,43
88.719778,142.72676,86.379814,43
88.698388,142.79715,86.4326,43
88.728177,142.75537,86.269762,43
88.627044,142.78196,86.413422,43
85.554768,143.82509,86.991435,43
85.543448,143.81323,86.959646,43
85.637364,143.88604,86.997386,43
85.465209,143.92246,87.039219,43
85.500182,143.77885,86.941686,43
85.6274,143.91304,87.065428,43
85.646,143.89188,87.027818,43
85.582251,143.82667,87.050282,43
85.616175,143.83348,86.956724,43
85.50894,143.88625,87.038364,43
83.807754,143.8909,84.768013,43
83.855958,143.87562,84.739019,43
83.882609,143.90501,84.735929,43
83.865104,143.8945,84.731985,43
83.817906,143.85761,84.819312,43
83.768909,143.8863,84.669109,43
83.723371,143.83305,84.707436,43
83.816705,143.96103,84.76574,43
83.761037,143.79583,84.811311,43
83.732447,143.79187,84.794705,43
83.172871,143.96709,81.67106,43
83.089717,143.95001,81.6443,43
83.217119,143.89981,81.613273,43
83.15338,143.9403,81.61937,43
83.149908,144.05158,81.751577,43
83.157021,144.05254,81.573898,43
83.192624,144.02477,81.768943,43
83.117675,144.01167,81.592605,43
